Sector,Ticker,Year,Month,Monthly_Return_%
Consumer Staples,ITC.NS,2002,9,-7.1557
Consumer Staples,ITC.NS,2002,10,-5.5712
Consumer Staples,ITC.NS,2002,11,3.457
Consumer Staples,ITC.NS,2002,12,4.2062
Consumer Staples,ITC.NS,2003,1,-3.2439
Consumer Staples,ITC.NS,2003,2,1.9522
Consumer Staples,ITC.NS,2003,3,-3.451
Consumer Staples,ITC.NS,2003,4,8.4967
Consumer Staples,ITC.NS,2003,5,1.8179999999999996
Consumer Staples,ITC.NS,2003,6,10.2803
Consumer Staples,ITC.NS,2003,7,-6.5118
Consumer Staples,ITC.NS,2003,8,15.1641
Consumer Staples,ITC.NS,2003,9,-3.3761
Consumer Staples,ITC.NS,2003,10,8.220899999999999
Consumer Staples,ITC.NS,2003,11,-0.9638999999999998
Consumer Staples,ITC.NS,2003,12,14.095
Consumer Staples,ITC.NS,2004,1,4.7669
Consumer Staples,ITC.NS,2004,2,7.407000000000001
Consumer Staples,ITC.NS,2004,3,-5.0948
Consumer Staples,ITC.NS,2004,4,3.287
Consumer Staples,ITC.NS,2004,5,-18.8448
Consumer Staples,ITC.NS,2004,6,1.1994999999999996
Consumer Staples,ITC.NS,2004,7,16.391199999999998
Consumer Staples,ITC.NS,2004,8,1.0844999999999998
Consumer Staples,ITC.NS,2004,9,8.5633
Consumer Staples,ITC.NS,2004,10,-4.3886
Consumer Staples,ITC.NS,2004,11,17.2936
Consumer Staples,ITC.NS,2004,12,1.8321999999999998
Consumer Staples,ITC.NS,2005,1,4.561299999999999
Consumer Staples,ITC.NS,2005,2,-4.9978
Consumer Staples,ITC.NS,2005,3,3.9914
Consumer Staples,ITC.NS,2005,4,7.0593
Consumer Staples,ITC.NS,2005,5,10.8337
Consumer Staples,ITC.NS,2005,6,4.091000000000001
