Sector,Ticker,Year,Month,Monthly_Return_%
Financials,ICICIBANK.NS,2006,4,-1.7269999999999999
Financials,ICICIBANK.NS,2006,5,-5.7665999999999995
Financials,ICICIBANK.NS,2006,6,-8.571399999999999
Financials,ICICIBANK.NS,2006,7,13.3361
Financials,ICICIBANK.NS,2006,8,7.9054
Financials,ICICIBANK.NS,2006,9,16.1428
Financials,ICICIBANK.NS,2006,10,10.9033
Financials,ICICIBANK.NS,2006,11,11.842
Financials,ICICIBANK.NS,2006,12,2.716999999999999
Financials,ICICIBANK.NS,2007,1,6.061700000000001
Financials,ICICIBANK.NS,2007,2,-11.9658
Financials,ICICIBANK.NS,2007,3,3.5343999999999993
Financials,ICICIBANK.NS,2007,4,2.165700000000001
Financials,ICICIBANK.NS,2007,5,6.1915
Financials,ICICIBANK.NS,2007,6,4.0198
Financials,ICICIBANK.NS,2007,7,-2.7753000000000005
Financials,ICICIBANK.NS,2007,8,-3.3405
Financials,ICICIBANK.NS,2007,9,18.3129
Financials,ICICIBANK.NS,2007,10,17.8018
Financials,ICICIBANK.NS,2007,11,-5.064000000000002
Financials,ICICIBANK.NS,2007,12,5.615
Financials,ICICIBANK.NS,2008,1,-5.598800000000002
Financials,ICICIBANK.NS,2008,2,-4.3597
Financials,ICICIBANK.NS,2008,3,-31.8763
Financials,ICICIBANK.NS,2008,4,14.1434
Financials,ICICIBANK.NS,2008,5,-10.2637
Financials,ICICIBANK.NS,2008,6,-21.5418
Financials,ICICIBANK.NS,2008,7,5.2294
Financials,ICICIBANK.NS,2008,8,6.588999999999999
Financials,ICICIBANK.NS,2008,9,-19.744999999999997
Financials,ICICIBANK.NS,2008,10,-21.042099999999998
Financials,ICICIBANK.NS,2008,11,-9.752899999999999
Financials,ICICIBANK.NS,2008,12,26.551900000000003
Financials,ICICIBANK.NS,2009,1,-4.9597000000000016
Financials,ICICIBANK.NS,2009,2,-22.4748
Financials,ICICIBANK.NS,2009,3,4.280300000000001
Financials,ICICIBANK.NS,2009,4,38.9903
Financials,ICICIBANK.NS,2009,5,48.0236
Financials,ICICIBANK.NS,2009,6,-1.6314999999999995
Financials,ICICIBANK.NS,2009,7,6.573200000000001
Financials,ICICIBANK.NS,2009,8,-0.27190000000000003
Financials,ICICIBANK.NS,2009,9,19.5227
Financials,ICICIBANK.NS,2009,10,-13.0628
Financials,ICICIBANK.NS,2009,11,9.8909
Financials,ICICIBANK.NS,2009,12,1.3742999999999994
Financials,ICICIBANK.NS,2010,1,-5.007
Financials,ICICIBANK.NS,2010,2,5.204599999999999
Financials,ICICIBANK.NS,2010,3,9.0107
Financials,ICICIBANK.NS,2010,4,0.3486000000000008
Financials,ICICIBANK.NS,2010,5,-8.4939
Financials,ICICIBANK.NS,2010,6,-0.33509999999999995
Financials,ICICIBANK.NS,2010,7,5.1479
Financials,ICICIBANK.NS,2010,8,8.163900000000002
Financials,ICICIBANK.NS,2010,9,13.235199999999999
Financials,ICICIBANK.NS,2010,10,4.769500000000001
Financials,ICICIBANK.NS,2010,11,-1.3135999999999999
Financials,ICICIBANK.NS,2010,12,0.8417000000000003
Financials,ICICIBANK.NS,2011,1,-10.8295
Financials,ICICIBANK.NS,2011,2,-4.4603
Financials,ICICIBANK.NS,2011,3,14.3916
Financials,ICICIBANK.NS,2011,4,-0.021800000000000652
Financials,ICICIBANK.NS,2011,5,-2.095300000000001
Financials,ICICIBANK.NS,2011,6,0.9770000000000002
Financials,ICICIBANK.NS,2011,7,-5.196199999999999
Financials,ICICIBANK.NS,2011,8,-16.5884
Financials,ICICIBANK.NS,2011,9,0.7766
Financials,ICICIBANK.NS,2011,10,7.011900000000001
Financials,ICICIBANK.NS,2011,11,-26.0965
Financials,ICICIBANK.NS,2011,12,-3.0199
Financials,ICICIBANK.NS,2012,1,28.369
Financials,ICICIBANK.NS,2012,2,0.8801999999999999
Financials,ICICIBANK.NS,2012,3,-1.0572999999999997
Financials,ICICIBANK.NS,2012,4,-0.6638999999999995
Financials,ICICIBANK.NS,2012,5,-11.457600000000001
Financials,ICICIBANK.NS,2012,6,14.257
Financials,ICICIBANK.NS,2012,7,6.8882
Financials,ICICIBANK.NS,2012,8,-6.1735
Financials,ICICIBANK.NS,2012,9,16.6074
Financials,ICICIBANK.NS,2012,10,-0.6496000000000003
Financials,ICICIBANK.NS,2012,11,4.871499999999999
Financials,ICICIBANK.NS,2012,12,3.5267999999999997
Financials,ICICIBANK.NS,2013,1,4.704000000000001
Financials,ICICIBANK.NS,2013,2,-13.245000000000001
Financials,ICICIBANK.NS,2013,3,0.8975
Financials,ICICIBANK.NS,2013,4,11.0312
Financials,ICICIBANK.NS,2013,5,-0.3984000000000001
Financials,ICICIBANK.NS,2013,6,-7.1846000000000005
Financials,ICICIBANK.NS,2013,7,-15.9549
Financials,ICICIBANK.NS,2013,8,-11.676200000000001
Financials,ICICIBANK.NS,2013,9,11.044999999999998
Financials,ICICIBANK.NS,2013,10,24.4151
Financials,ICICIBANK.NS,2013,11,-4.2437000000000005
Financials,ICICIBANK.NS,2013,12,3.4168999999999996
Financials,ICICIBANK.NS,2014,1,-10.2011
Financials,ICICIBANK.NS,2014,2,5.7451
Financials,ICICIBANK.NS,2014,3,18.0594
Financials,ICICIBANK.NS,2014,4,0.12810000000000032
Financials,ICICIBANK.NS,2014,5,13.5816
Financials,ICICIBANK.NS,2014,6,0.24760000000000026
Financials,ICICIBANK.NS,2014,7,4.0607
Financials,ICICIBANK.NS,2014,8,5.833600000000001
Financials,ICICIBANK.NS,2014,9,-7.9881
Financials,ICICIBANK.NS,2014,10,12.8519
Financials,ICICIBANK.NS,2014,11,7.728
Financials,ICICIBANK.NS,2014,12,0.9180999999999999
Financials,ICICIBANK.NS,2015,1,2.7269999999999994
Financials,ICICIBANK.NS,2015,2,-6.939699999999999
Financials,ICICIBANK.NS,2015,3,-5.668199999999999
Financials,ICICIBANK.NS,2015,4,5.256
Financials,ICICIBANK.NS,2015,5,-3.8166
Financials,ICICIBANK.NS,2015,6,-2.6368
Financials,ICICIBANK.NS,2015,7,-1.5114999999999998
Financials,ICICIBANK.NS,2015,8,-7.5947
Financials,ICICIBANK.NS,2015,9,-2.3219
Financials,ICICIBANK.NS,2015,10,2.7887000000000013
Financials,ICICIBANK.NS,2015,11,-1.0717
Financials,ICICIBANK.NS,2015,12,-4.3078
Financials,ICICIBANK.NS,2016,1,-12.3231
Financials,ICICIBANK.NS,2016,2,-18.2868
Financials,ICICIBANK.NS,2016,3,22.8949
Financials,ICICIBANK.NS,2016,4,0.7623
Financials,ICICIBANK.NS,2016,5,3.7228
Financials,ICICIBANK.NS,2016,6,-1.2960999999999998
Financials,ICICIBANK.NS,2016,7,9.380799999999999
Financials,ICICIBANK.NS,2016,8,-1.5531000000000008
Financials,ICICIBANK.NS,2016,9,-1.9395000000000002
Financials,ICICIBANK.NS,2016,10,10.084200000000001
Financials,ICICIBANK.NS,2016,11,-3.6742999999999992
Financials,ICICIBANK.NS,2016,12,-3.7505999999999995
Financials,ICICIBANK.NS,2017,1,5.4556000000000004
Financials,ICICIBANK.NS,2017,2,2.9579
Financials,ICICIBANK.NS,2017,3,0.5417999999999994
Financials,ICICIBANK.NS,2017,4,0.8013
Financials,ICICIBANK.NS,2017,5,16.4976
Financials,ICICIBANK.NS,2017,6,-2.1371999999999995
Financials,ICICIBANK.NS,2017,7,4.380599999999999
Financials,ICICIBANK.NS,2017,8,-1.4102
Financials,ICICIBANK.NS,2017,9,-7.3487
Financials,ICICIBANK.NS,2017,10,9.3299
Financials,ICICIBANK.NS,2017,11,2.7238999999999987
Financials,ICICIBANK.NS,2017,12,2.2058
Financials,ICICIBANK.NS,2018,1,12.0158
Financials,ICICIBANK.NS,2018,2,-11.65
Financials,ICICIBANK.NS,2018,3,-11.4388
Financials,ICICIBANK.NS,2018,4,2.578900000000001
Financials,ICICIBANK.NS,2018,5,1.0980000000000008
Financials,ICICIBANK.NS,2018,6,-3.3693
Financials,ICICIBANK.NS,2018,7,10.436900000000001
Financials,ICICIBANK.NS,2018,8,12.2109
Financials,ICICIBANK.NS,2018,9,-11.241100000000001
Financials,ICICIBANK.NS,2018,10,16.1224
Financials,ICICIBANK.NS,2018,11,0.1827000000000003
Financials,ICICIBANK.NS,2018,12,1.5505999999999998
Financials,ICICIBANK.NS,2019,1,1.5257
Financials,ICICIBANK.NS,2019,2,-3.8469
Financials,ICICIBANK.NS,2019,3,13.6956
Financials,ICICIBANK.NS,2019,4,1.947
Financials,ICICIBANK.NS,2019,5,4.4043
Financials,ICICIBANK.NS,2019,6,3.2481
Financials,ICICIBANK.NS,2019,7,-2.7484999999999995
Financials,ICICIBANK.NS,2019,8,-3.2401999999999997
Financials,ICICIBANK.NS,2019,9,6.681300000000001
Financials,ICICIBANK.NS,2019,10,6.945000000000001
Financials,ICICIBANK.NS,2019,11,10.4054
Financials,ICICIBANK.NS,2019,12,5.1286
Financials,ICICIBANK.NS,2020,1,-2.3096999999999994
Financials,ICICIBANK.NS,2020,2,-5.295399999999999
Financials,ICICIBANK.NS,2020,3,-38.329899999999995
Financials,ICICIBANK.NS,2020,4,19.139599999999998
Financials,ICICIBANK.NS,2020,5,-11.643499999999998
Financials,ICICIBANK.NS,2020,6,6.5943000000000005
Financials,ICICIBANK.NS,2020,7,-0.6240999999999994
Financials,ICICIBANK.NS,2020,8,13.2728
Financials,ICICIBANK.NS,2020,9,-10.0671
Financials,ICICIBANK.NS,2020,10,10.7614
Financials,ICICIBANK.NS,2020,11,19.5085
Financials,ICICIBANK.NS,2020,12,12.6101
Financials,ICICIBANK.NS,2021,1,0.6146999999999998
Financials,ICICIBANK.NS,2021,2,11.9903
Financials,ICICIBANK.NS,2021,3,-2.2787000000000006
Financials,ICICIBANK.NS,2021,4,3.7904999999999993
Financials,ICICIBANK.NS,2021,5,10.182500000000001
Financials,ICICIBANK.NS,2021,6,-4.7921000000000005
Financials,ICICIBANK.NS,2021,7,8.063
Financials,ICICIBANK.NS,2021,8,5.3879
Financials,ICICIBANK.NS,2021,9,-2.4419000000000004
Financials,ICICIBANK.NS,2021,10,14.2683
Financials,ICICIBANK.NS,2021,11,-11.432500000000001
Financials,ICICIBANK.NS,2021,12,3.7720000000000002
Financials,ICICIBANK.NS,2022,1,6.5356
Financials,ICICIBANK.NS,2022,2,-5.5386
Financials,ICICIBANK.NS,2022,3,-1.2843
Financials,ICICIBANK.NS,2022,4,1.8714
Financials,ICICIBANK.NS,2022,5,1.5861999999999998
Financials,ICICIBANK.NS,2022,6,-6.0299
Financials,ICICIBANK.NS,2022,7,14.8091
Financials,ICICIBANK.NS,2022,8,8.2596
Financials,ICICIBANK.NS,2022,9,-2.7066999999999997
Financials,ICICIBANK.NS,2022,10,5.4625
Financials,ICICIBANK.NS,2022,11,4.8159
Financials,ICICIBANK.NS,2022,12,-6.6162
Financials,ICICIBANK.NS,2023,1,-6.6484000000000005
Financials,ICICIBANK.NS,2023,2,2.8254
Financials,ICICIBANK.NS,2023,3,2.7353
Financials,ICICIBANK.NS,2023,4,4.5718000000000005
Financials,ICICIBANK.NS,2023,5,3.4143
Financials,ICICIBANK.NS,2023,6,-1.4978
Financials,ICICIBANK.NS,2023,7,6.6636
Financials,ICICIBANK.NS,2023,8,-3.9731
Financials,ICICIBANK.NS,2023,9,-0.6306999999999997
Financials,ICICIBANK.NS,2023,10,-3.8418
Financials,ICICIBANK.NS,2023,11,2.1835
Financials,ICICIBANK.NS,2023,12,6.5905000000000005
Financials,ICICIBANK.NS,2024,1,3.3087000000000004
Financials,ICICIBANK.NS,2024,2,2.4734000000000007
Financials,ICICIBANK.NS,2024,3,3.9097999999999997
Financials,ICICIBANK.NS,2024,4,5.3161000000000005
Financials,ICICIBANK.NS,2024,5,-2.4935
Financials,ICICIBANK.NS,2024,6,7.306800000000001
Financials,ICICIBANK.NS,2024,7,1.3773000000000004
Financials,ICICIBANK.NS,2024,8,1.2622999999999998
Financials,ICICIBANK.NS,2024,9,3.7135000000000007
Financials,ICICIBANK.NS,2024,10,1.7251999999999998
Financials,ICICIBANK.NS,2024,11,0.7195999999999996
Financials,ICICIBANK.NS,2024,12,-1.3503
Financials,ICICIBANK.NS,2025,1,-2.1219000000000006
Financials,ICICIBANK.NS,2025,2,-3.8916
Financials,ICICIBANK.NS,2025,3,11.4525
Financials,ICICIBANK.NS,2025,4,5.9133
Financials,ICICIBANK.NS,2025,5,1.4937
Financials,ICICIBANK.NS,2025,6,0.07989999999999986
Financials,ICICIBANK.NS,2025,7,2.5055000000000005
Financials,ICICIBANK.NS,2025,8,-5.7648
Financials,ICICIBANK.NS,2025,9,-3.5805
Financials,ICICIBANK.NS,2025,10,-0.06760000000000055
Financials,ICICIBANK.NS,2025,11,3.2628
Financials,ICICIBANK.NS,2025,12,-3.3162000000000003
Financials,ICICIBANK.NS,2026,1,1.0928999999999998
Financials,ICICIBANK.NS,2026,2,1.8665000000000003
Financials,ICICIBANK.NS,2026,3,-8.341899999999999
Financials,KOTAKBANK.NS,2001,7,-12.7716
Financials,KOTAKBANK.NS,2001,8,2.6249000000000002
Financials,KOTAKBANK.NS,2001,9,-1.4010000000000038
Financials,KOTAKBANK.NS,2001,10,-2.3564000000000003
Financials,KOTAKBANK.NS,2001,11,23.6487
Financials,KOTAKBANK.NS,2001,12,5.417199999999999
Financials,KOTAKBANK.NS,2002,1,47.05919999999999
Financials,KOTAKBANK.NS,2002,2,39.172599999999996
Financials,KOTAKBANK.NS,2002,3,31.0686
Financials,KOTAKBANK.NS,2002,4,27.241500000000002
Financials,KOTAKBANK.NS,2002,5,-26.1599
Financials,KOTAKBANK.NS,2002,6,19.129099999999998
Financials,KOTAKBANK.NS,2002,7,-0.500599999999999
Financials,KOTAKBANK.NS,2002,8,0.14289999999999992
Financials,KOTAKBANK.NS,2002,9,-6.3161
Financials,KOTAKBANK.NS,2002,10,-8.4428
Financials,KOTAKBANK.NS,2002,11,12.7513
Financials,KOTAKBANK.NS,2002,12,11.568399999999999
Financials,KOTAKBANK.NS,2003,1,-7.5458
Financials,KOTAKBANK.NS,2003,2,7.6091999999999995
Financials,KOTAKBANK.NS,2003,3,-6.978800000000001
Financials,KOTAKBANK.NS,2003,4,-8.387500000000001
Financials,KOTAKBANK.NS,2003,5,4.907800000000001
Financials,KOTAKBANK.NS,2003,6,6.187200000000001
Financials,KOTAKBANK.NS,2003,7,31.9471
Financials,KOTAKBANK.NS,2003,8,-0.01280000000000081
Financials,KOTAKBANK.NS,2003,9,28.001900000000003
Financials,KOTAKBANK.NS,2003,10,24.394
Financials,KOTAKBANK.NS,2003,11,0.6944000000000004
Financials,KOTAKBANK.NS,2003,12,11.867
Financials,KOTAKBANK.NS,2004,1,4.592900000000001
Financials,KOTAKBANK.NS,2004,2,-1.878
Financials,KOTAKBANK.NS,2004,3,3.5607000000000006
Financials,KOTAKBANK.NS,2004,4,304.1807
Financials,KOTAKBANK.NS,2004,5,-18.107
Financials,KOTAKBANK.NS,2004,6,8.8103
Financials,KOTAKBANK.NS,2004,7,2.3554
Financials,KOTAKBANK.NS,2004,8,-1.8292999999999997
Financials,KOTAKBANK.NS,2004,9,5.6887
Financials,KOTAKBANK.NS,2004,10,290.2032
Financials,KOTAKBANK.NS,2004,11,37.9933
Financials,KOTAKBANK.NS,2004,12,10.325700000000001
Financials,KOTAKBANK.NS,2005,1,1.238300000000001
Financials,KOTAKBANK.NS,2005,2,13.637599999999999
Financials,KOTAKBANK.NS,2005,3,4.071300000000001
Financials,KOTAKBANK.NS,2005,4,-10.6314
Financials,KOTAKBANK.NS,2005,5,21.4715
Financials,KOTAKBANK.NS,2005,6,5.5974
Financials,KOTAKBANK.NS,2005,7,309.3488
Financials,KOTAKBANK.NS,2005,8,17.0764
Financials,KOTAKBANK.NS,2005,9,0.8109999999999995
Financials,KOTAKBANK.NS,2005,10,-14.4361
Financials,KOTAKBANK.NS,2005,11,22.2387
Financials,KOTAKBANK.NS,2005,12,6.380399999999999
Financials,KOTAKBANK.NS,2006,1,5.301300000000001
Financials,KOTAKBANK.NS,2006,2,-1.4803999999999986
Financials,KOTAKBANK.NS,2006,3,20.6674
Financials,KOTAKBANK.NS,2006,4,12.2805
Financials,KOTAKBANK.NS,2006,5,-3.652100000000001
Financials,KOTAKBANK.NS,2006,6,-13.652
Financials,KOTAKBANK.NS,2006,7,15.5851
Financials,KOTAKBANK.NS,2006,8,10.1734
Financials,KOTAKBANK.NS,2006,9,7.016299999999999
Financials,KOTAKBANK.NS,2006,10,4.3756
Financials,KOTAKBANK.NS,2006,11,10.0938
Financials,KOTAKBANK.NS,2006,12,5.165900000000001
Financials,KOTAKBANK.NS,2007,1,16.1856
Financials,KOTAKBANK.NS,2007,2,-8.7193
Financials,KOTAKBANK.NS,2007,3,12.606200000000001
Financials,KOTAKBANK.NS,2007,4,13.1743
Financials,KOTAKBANK.NS,2007,5,5.568
Financials,KOTAKBANK.NS,2007,6,16.965
Financials,KOTAKBANK.NS,2007,7,9.975200000000001
Financials,KOTAKBANK.NS,2007,8,-2.8947000000000003
Financials,KOTAKBANK.NS,2007,9,27.1284
Financials,KOTAKBANK.NS,2007,10,10.534199999999998
Financials,KOTAKBANK.NS,2007,11,22.148600000000002
Financials,KOTAKBANK.NS,2007,12,5.789000000000001
Financials,KOTAKBANK.NS,2008,1,-19.884900000000002
Financials,KOTAKBANK.NS,2008,2,-23.607200000000002
Financials,KOTAKBANK.NS,2008,3,-20.313699999999997
Financials,KOTAKBANK.NS,2008,4,24.258399999999998
Financials,KOTAKBANK.NS,2008,5,-11.924199999999999
Financials,KOTAKBANK.NS,2008,6,-38.9497
Financials,KOTAKBANK.NS,2008,7,17.6406
Financials,KOTAKBANK.NS,2008,8,14.9216
Financials,KOTAKBANK.NS,2008,9,-7.110299999999999
Financials,KOTAKBANK.NS,2008,10,-44.0613
Financials,KOTAKBANK.NS,2008,11,2.9908999999999977
Financials,KOTAKBANK.NS,2008,12,8.1362
Financials,KOTAKBANK.NS,2009,1,-20.756499999999996
Financials,KOTAKBANK.NS,2009,2,-8.3305
Financials,KOTAKBANK.NS,2009,3,10.6933
Financials,KOTAKBANK.NS,2009,4,34.1085
Financials,KOTAKBANK.NS,2009,5,61.376
Financials,KOTAKBANK.NS,2009,6,-5.7182
Financials,KOTAKBANK.NS,2009,7,5.0985999999999985
Financials,KOTAKBANK.NS,2009,8,10.010800000000001
Financials,KOTAKBANK.NS,2009,9,8.6878
Financials,KOTAKBANK.NS,2009,10,-8.4087
Financials,KOTAKBANK.NS,2009,11,10.7753
Financials,KOTAKBANK.NS,2009,12,2.7482999999999995
Financials,KOTAKBANK.NS,2010,1,-3.0826000000000002
Financials,KOTAKBANK.NS,2010,2,-3.962500000000001
Financials,KOTAKBANK.NS,2010,3,0.7503999999999997
Financials,KOTAKBANK.NS,2010,4,-1.0533
Financials,KOTAKBANK.NS,2010,5,3.4119999999999995
Financials,KOTAKBANK.NS,2010,6,1.9027999999999994
Financials,KOTAKBANK.NS,2010,7,0.16860000000000042
Financials,KOTAKBANK.NS,2010,8,7.4256
Financials,KOTAKBANK.NS,2010,9,14.3485
Financials,KOTAKBANK.NS,2010,10,-2.1018999999999997
Financials,KOTAKBANK.NS,2010,11,3.014
Financials,KOTAKBANK.NS,2010,12,-4.521000000000001
Financials,KOTAKBANK.NS,2011,1,-15.8253
Financials,KOTAKBANK.NS,2011,2,5.832399999999999
Financials,KOTAKBANK.NS,2011,3,12.504
Financials,KOTAKBANK.NS,2011,4,-5.9212
Financials,KOTAKBANK.NS,2011,5,2.9432
Financials,KOTAKBANK.NS,2011,6,8.4641
Financials,KOTAKBANK.NS,2011,7,-6.9833
Financials,KOTAKBANK.NS,2011,8,-0.016399999999998804
Financials,KOTAKBANK.NS,2011,9,4.233899999999998
Financials,KOTAKBANK.NS,2011,10,11.350299999999999
Financials,KOTAKBANK.NS,2011,11,-8.9681
Financials,KOTAKBANK.NS,2011,12,-7.5502
Financials,KOTAKBANK.NS,2012,1,15.475200000000001
Financials,KOTAKBANK.NS,2012,2,9.7765
Financials,KOTAKBANK.NS,2012,3,0.03599999999999959
Financials,KOTAKBANK.NS,2012,4,6.94
Financials,KOTAKBANK.NS,2012,5,-2.8869
Financials,KOTAKBANK.NS,2012,6,5.351800000000001
Financials,KOTAKBANK.NS,2012,7,-9.8501
Financials,KOTAKBANK.NS,2012,8,7.1569
Financials,KOTAKBANK.NS,2012,9,12.451699999999999
Financials,KOTAKBANK.NS,2012,10,-7.0262
Financials,KOTAKBANK.NS,2012,11,10.6618
Financials,KOTAKBANK.NS,2012,12,-3.0059
Financials,KOTAKBANK.NS,2013,1,4.6918
Financials,KOTAKBANK.NS,2013,2,-2.9991
Financials,KOTAKBANK.NS,2013,3,-0.8186999999999998
Financials,KOTAKBANK.NS,2013,4,8.1956
Financials,KOTAKBANK.NS,2013,5,10.563600000000001
Financials,KOTAKBANK.NS,2013,6,-7.6065000000000005
Financials,KOTAKBANK.NS,2013,7,-9.475100000000001
Financials,KOTAKBANK.NS,2013,8,1.7154
Financials,KOTAKBANK.NS,2013,9,4.026299999999999
Financials,KOTAKBANK.NS,2013,10,10.7351
Financials,KOTAKBANK.NS,2013,11,0.7958999999999996
Financials,KOTAKBANK.NS,2013,12,-3.641600000000001
Financials,KOTAKBANK.NS,2014,1,-9.979099999999999
Financials,KOTAKBANK.NS,2014,2,4.3077
Financials,KOTAKBANK.NS,2014,3,13.572999999999999
Financials,KOTAKBANK.NS,2014,4,2.9569000000000005
Financials,KOTAKBANK.NS,2014,5,8.1948
Financials,KOTAKBANK.NS,2014,6,2.1433999999999993
Financials,KOTAKBANK.NS,2014,7,7.8873999999999995
Financials,KOTAKBANK.NS,2014,8,8.610800000000001
Financials,KOTAKBANK.NS,2014,9,-2.2208000000000006
Financials,KOTAKBANK.NS,2014,10,10.1277
Financials,KOTAKBANK.NS,2014,11,7.809099999999999
Financials,KOTAKBANK.NS,2014,12,5.2373
Financials,KOTAKBANK.NS,2015,1,4.762600000000001
Financials,KOTAKBANK.NS,2015,2,1.3607000000000002
Financials,KOTAKBANK.NS,2015,3,-1.5395
Financials,KOTAKBANK.NS,2015,4,1.7982000000000002
Financials,KOTAKBANK.NS,2015,5,5.3514
Financials,KOTAKBANK.NS,2015,6,-0.6846000000000001
Financials,KOTAKBANK.NS,2015,7,0.6260000000000003
Financials,KOTAKBANK.NS,2015,8,-6.017199999999998
Financials,KOTAKBANK.NS,2015,9,0.009600000000000497
Financials,KOTAKBANK.NS,2015,10,6.0655
Financials,KOTAKBANK.NS,2015,11,0.8929000000000001
Financials,KOTAKBANK.NS,2015,12,4.0394000000000005
Financials,KOTAKBANK.NS,2016,1,-4.9697
Financials,KOTAKBANK.NS,2016,2,-7.6755
Financials,KOTAKBANK.NS,2016,3,7.8452
Financials,KOTAKBANK.NS,2016,4,5.422000000000001
Financials,KOTAKBANK.NS,2016,5,4.188000000000001
Financials,KOTAKBANK.NS,2016,6,2.3777
Financials,KOTAKBANK.NS,2016,7,0.1605000000000003
Financials,KOTAKBANK.NS,2016,8,5.6655
Financials,KOTAKBANK.NS,2016,9,-3.7013
Financials,KOTAKBANK.NS,2016,10,5.4307
Financials,KOTAKBANK.NS,2016,11,-7.9003
Financials,KOTAKBANK.NS,2016,12,-4.7352
Financials,KOTAKBANK.NS,2017,1,7.6637
Financials,KOTAKBANK.NS,2017,2,3.6210999999999998
Financials,KOTAKBANK.NS,2017,3,8.485600000000002
Financials,KOTAKBANK.NS,2017,4,3.4699999999999998
Financials,KOTAKBANK.NS,2017,5,7.0099
Financials,KOTAKBANK.NS,2017,6,-0.9781000000000002
Financials,KOTAKBANK.NS,2017,7,6.768
Financials,KOTAKBANK.NS,2017,8,-4.4899000000000004
Financials,KOTAKBANK.NS,2017,9,2.8193999999999995
Financials,KOTAKBANK.NS,2017,10,2.5138
Financials,KOTAKBANK.NS,2017,11,-2.3578
Financials,KOTAKBANK.NS,2017,12,1.0253999999999999
Financials,KOTAKBANK.NS,2018,1,9.4754
Financials,KOTAKBANK.NS,2018,2,-1.4610999999999996
Financials,KOTAKBANK.NS,2018,3,-3.9076999999999997
Financials,KOTAKBANK.NS,2018,4,14.7665
Financials,KOTAKBANK.NS,2018,5,9.9308
Financials,KOTAKBANK.NS,2018,6,0.6967999999999998
Financials,KOTAKBANK.NS,2018,7,-2.5963
Financials,KOTAKBANK.NS,2018,8,-1.3048999999999997
Financials,KOTAKBANK.NS,2018,9,-11.7054
Financials,KOTAKBANK.NS,2018,10,-1.5045
Financials,KOTAKBANK.NS,2018,11,10.0317
Financials,KOTAKBANK.NS,2018,12,2.522400000000001
Financials,KOTAKBANK.NS,2019,1,0.1274999999999995
Financials,KOTAKBANK.NS,2019,2,-3.3329999999999997
Financials,KOTAKBANK.NS,2019,3,10.2022
Financials,KOTAKBANK.NS,2019,4,3.4297
Financials,KOTAKBANK.NS,2019,5,9.5059
Financials,KOTAKBANK.NS,2019,6,-2.874
Financials,KOTAKBANK.NS,2019,7,3.0900000000000003
Financials,KOTAKBANK.NS,2019,8,-5.731199999999999
Financials,KOTAKBANK.NS,2019,9,14.3986
Financials,KOTAKBANK.NS,2019,10,-4.1431
Financials,KOTAKBANK.NS,2019,11,2.6499
Financials,KOTAKBANK.NS,2019,12,4.2917
Financials,KOTAKBANK.NS,2020,1,0.7543999999999995
Financials,KOTAKBANK.NS,2020,2,-4.157500000000001
Financials,KOTAKBANK.NS,2020,3,-18.5371
Financials,KOTAKBANK.NS,2020,4,6.471099999999999
Financials,KOTAKBANK.NS,2020,5,-9.5502
Financials,KOTAKBANK.NS,2020,6,11.5422
Financials,KOTAKBANK.NS,2020,7,0.7309000000000005
Financials,KOTAKBANK.NS,2020,8,3.0687999999999995
Financials,KOTAKBANK.NS,2020,9,-9.767199999999999
Financials,KOTAKBANK.NS,2020,10,20.8832
Financials,KOTAKBANK.NS,2020,11,21.294700000000002
Financials,KOTAKBANK.NS,2020,12,4.7482999999999995
Financials,KOTAKBANK.NS,2021,1,-15.0913
Financials,KOTAKBANK.NS,2021,2,4.5373
Financials,KOTAKBANK.NS,2021,3,-1.2797
Financials,KOTAKBANK.NS,2021,4,0.13350000000000017
Financials,KOTAKBANK.NS,2021,5,3.5538
Financials,KOTAKBANK.NS,2021,6,-5.726699999999999
Financials,KOTAKBANK.NS,2021,7,-2.8987000000000003
Financials,KOTAKBANK.NS,2021,8,6.0119
Financials,KOTAKBANK.NS,2021,9,13.721800000000002
Financials,KOTAKBANK.NS,2021,10,1.7108000000000003
Financials,KOTAKBANK.NS,2021,11,-3.0991999999999997
Financials,KOTAKBANK.NS,2021,12,-8.5273
Financials,KOTAKBANK.NS,2022,1,3.6294999999999993
Financials,KOTAKBANK.NS,2022,2,-0.2188000000000011
Financials,KOTAKBANK.NS,2022,3,-4.594400000000001
Financials,KOTAKBANK.NS,2022,4,2.3054000000000006
Financials,KOTAKBANK.NS,2022,5,3.4049000000000005
Financials,KOTAKBANK.NS,2022,6,-10.3538
Financials,KOTAKBANK.NS,2022,7,8.894300000000001
Financials,KOTAKBANK.NS,2022,8,5.9494
Financials,KOTAKBANK.NS,2022,9,-4.9948
Financials,KOTAKBANK.NS,2022,10,4.6086
Financials,KOTAKBANK.NS,2022,11,2.4271999999999996
Financials,KOTAKBANK.NS,2022,12,-6.2918
Financials,KOTAKBANK.NS,2023,1,-5.3065999999999995
Financials,KOTAKBANK.NS,2023,2,0.002199999999999952
Financials,KOTAKBANK.NS,2023,3,0.3262000000000005
Financials,KOTAKBANK.NS,2023,4,11.362400000000001
Financials,KOTAKBANK.NS,2023,5,3.9661999999999997
Financials,KOTAKBANK.NS,2023,6,-8.478299999999999
Financials,KOTAKBANK.NS,2023,7,0.7072999999999996
